# ---------------------------------------------------
# Last Update: verified by Valminder Jan 30, 2006.
# ---------------------------------------------------
#
# Shop Names
#
# From Dragon Annual 2000
#
# From the article "Sages, Shops & Smithies"
# by Owen K.C. Stephens
#
# Converted to TableSmith by MadHatter
#
# Modified by Valminder April 2002
#    I changed the "START" line to have a quick look at all shop types,
#       without having to play with the parameters.
#    I addded "GenShop2" from Ed Hasting' Shop Names table.
#    

/OverrideRolls 1

%type%,0
%race%,0
%plural%,1

#@type,0,0 Any/1 Market/2 Library/3 Smithies/4 Merchants/5 Alchemists/6 Generic
@race,1,Race,Any,Dwarf,Elf

:Start
# 1,|plural=1|{If~%type%=0 ? [GenShop]/[GenShop=%type%]}
1,<b><u>Shop Names</u>:</b> (Change Parameters to choose race)<br>
_{Status~Dragon Annual 2000}
_{IIf~%race%=2? <br><b>Dwarven Shop Names</b>}
_{IIf~%race%=3? <br><b>Elven Shop Names</b>}
_<br><br><u>Alchemists, Sages, and Spellcasters</u>: [~Alchemists].
_<br><br><u>Farms and Markets</u>: [~Markets].
_<br><br><u>Inn and Tavern</u>: [~Inn and Tavern Names.Names].
_<br><br><u>Librairies, Scholars, and Mage Supply Stores</u>: [~Libraries].
_<br><br><u>Merchant Shops</u>: [~Merchants].
_<br><br><u>Smithies and Armories</u>: [~Smithies].
_<br><br><u>Tavern</u>: [~Tavern Names.NAME].
_<br><br><u>Generic</u>: [~Generic].


:GenShop
1,[Markets]{If~%type%=0 ? [Shop Type=1]}
2,[Libraries]{If~%type%=0 ? [Shop Type=2]}
3,[Smithies]{If~%type%=0 ? [Shop Type=3]}
4,[Merchants]{If~%type%=0 ? [Shop Type=4]}
5,[Alchemists]{If~%type%=0 ? [Shop Type=5]}
6,[Generic]{If~%type%=0 ? [Shop Type=6]}

:GenShop2
1,[Markets]
2,[Libraries]
3,[Smithies]
4,[Merchants]
5,[Alchemists]
#6,[Generic]

:Shop Type
1, (Farms and Markets)
2, (Libraries, Scholars, and Mage Supply Stores)
3, (Smithies and Armories)
4, (Merchant Shops)
5, (Alchemists, Sages, and Spellcasters)
6, (Generic)

:Markets
1,{Cap~[S1=%race%]} {Cap~[S2=%race%]} Farms
2,The {Cap~[S7=%race%]}'s Market
3,The {Cap~[S7=%race%]}'s {Cap~[S8=%race%]} & {Cap~[S8=%race%]}
4,{Cap~[S8=%race%]}[AddS=%plural%] & {Cap~[S6=%race%]}
5,The {Cap~[S8=%race%]} {Cap~[S5=%race%]}
6,The {Cap~[S1=%race%]} {Cap~[S7=%race%]}'s {Cap~[S6=%race%]} & {Cap~[S8=%race%]}
7,{Cap~[S11=%race%]} {Cap~[S2=%race%]} Barns
8,{Cap~[S2=%race%]} Square
9,The {Cap~[S7=%race%]}'s {Cap~[S8=%race%]} {Cap~[S5=%race%]}
10,{Cap~[S4=%race%]} {Cap~[S6=%race%]} Orchards

:Libraries
1,The {Cap~[S10=%race%]} & {Cap~[S6=%race%]}
2,The {Cap~[S4=%race%]} Quill
3,{Cap~[S5=%race%]} of {Cap~[S10=%race%]}[AddS=%plural%]
4,{Cap~[S10=%race%]} & {Cap~[S2=%race%]}
5,The {Cap~[S7=%race%]}'s Library
6,The {Cap~[S1=%race%]} Wizard
7,The {Cap~[S12=%race%]} {Cap~[S9=%race%]}
8,The {Cap~[S9=%race%]} & {Cap~[S10=%race%]}

:Smithies
1,{Cap~[S11=%race%]} {Cap~[S5=%race%]}
2,{Cap~[S6=%race%]} & {Cap~[S6=%race%]} Smithy
3,The {Cap~[S2=%race%]}'s {Cap~[S9=%race%]}
4,The {Cap~[S1=%race%]} Blacksmiths
5,{Cap~[S4=%race%]} {Cap~[S6=%race%]} {Cap~[S11=%race%]}monger
6,{Cap~[S4=%race%]} {Cap~[S7=%race%]}'s Forge
7,{Cap~[S9=%race%]}[AddS=%plural%] & {Cap~[S9=%race%]}[AddS=%plural%]
8,The {Cap~[S4=%race%]} {Cap~[S9=%race%]}
9,The {Cap~[S11=%race%]} {Cap~[S9=%race%]}
10,The {Cap~[S9=%race%]} {Cap~[S5=%race%]}

:Merchants
1,The {Cap~[S12=%race%]} {Cap~[S6=%race%]}
2,From {Cap~[S6=%race%]}[AddS=%plural%] to {Cap~[S8=%race%]}[AddS=%plural%]
3,Trader's {Cap~[S5=%race%]}
4,{Cap~[S3=%race%]} of Merchants
5,{Cap~[S4=%race%]} {Cap~[S6=%race%]} Dry Goods
6,The {Cap~[S1=%race%]} {Cap~[S7=%race%]} Shop
7,{Cap~[S6=%race%]} {Cap~[S6=%race%]} & {Cap~[S6=%race%]}
8,The {Cap~[S2=%race%]}'s Bazaar

:Alchemists
1,The {Cap~[S1=%race%]} Sage
2,Sorcerer's {Cap~[S2=%race%]}
3,The {Cap~[S7=%race%]}'s {Cap~[S12=%race%]} {Cap~[S5=%race%]}
4,{Cap~[S6=%race%]}[AddS=%plural%] & Potions
5,The {Cap~[S2=%race%]}'s {Cap~[S3=%race%]}
6,The {Cap~[S12=%race%]} {Cap~[S10=%race%]}
7,The {Cap~[S3=%race%]} of {Cap~[S10=%race%]}[AddS=%plural%]
8,The {Cap~[S12=%race%]} {Cap~[S5=%race%]}

:Generic
1,{Cap~[S1=%race%]} {Cap~[S2=%race%]}'s {Cap~[S3=%race%]}
2,The {Cap~[S4=%race%]} {Cap~[S5=%race%]}
3,The {Cap~[S11=%race%]} {Cap~[S7=%race%]}
4,The {Cap~[S7=%race%]}'s {Cap~[S4=%race%]}
5,The {Cap~[S6=%race%]} {Cap~[S9=%race%]}
6,The {Cap~[S9=%race%]} {Cap~[S3=%race%]}
7,The {Cap~[S1=%race%]} {Cap~[S7=%race%]}
8,The {Cap~[S12=%race%]} {Cap~[S6=%race%]}
9,The {Cap~[S4=%race%]} {Cap~[S2=%race%]}
10,The {Cap~[S6=%race%]} {Cap~[S5=%race%]}

:AddS
1,s
2,es
3,

:S1
1,[Descriptives]
2,[Descriptives={Dice~3d10}]
3,[Descriptives={Dice~3d10+70}]

:S2
1,[Beasts]
2,[Beasts={Dice~3d10}]
3,[Beasts={Dice~3d10+70}]

:S3
1,[Animal Dwellings]
2,[Animal Dwellings={Dice~1d4}]
3,[Animal Dwellings={Dice~1d4+6}]

:S4
1,[Adjectives]
2,[Adjectives={Dice~4d10}]
3,[Adjectives={Dice~4d10+60}]

:S5
1,[Places={Dice~3d10}]
2,[Places={Dice~1d8+2}]
3,[Places={Dice~1d10+20}]

:S6
1,[Items]
2,[Items={Dice~3d10}]
3,[Items={Dice~3d10+70}]

:S7
1,[People={Dice~4d10}]
2,[People={Dice~1d8+3}]
3,[People={Dice~1d10+30}]

:S8
1,[Food]
2,[Food={Dice~1d10}]
3,[Food={Dice~1d8+12}]

:S9
1,[Arms and Armor]
2,[Arms and Armor={Dice~1d10}]
