# ---------------------------------------------------
# Last Update: modified by Valminder Feb 28, 2006.
# ---------------------------------------------------
#
# Rune Generator
# 
# Derived from Javascript code 
# by Mark A. Jindra (Go229a@aol.com)
#
# From Monte Cook's Web site (www.montecook.com)
#
# © 2001 Monte Cook.
#
# This text is from the Book of Eldritch Might:
# You will encounter many opportunities to use cool glyphs, runes,
# and tattoos in your games. However, it can be pretty tough to come up
# with a design for the fiftieth rune inscribed in the ancient tomb your
# characters are exploring. What do all those runes look like? This is a
# generator of potential visual descriptions that can come together to
# create interesting runic images. Use them to create item images, graven
# images, tattoos of power, glyphs of warding, or symbols. The results
# generated by these tables can even serve as evocative hieroglyphs and
# emblems for organizations in your campaign -for instance, the main image
# for the coat of arms of the Knights of the Red Curtain.
#
# -------------------------------------------------------------------------
#
# To call this table from another one:
#    [Rune Generator.GenRune
#
# -------------------------------------------------------------------------
#
# Table Calling this one
#    Zombie Appearance
#
# Modified by Valminder, 2002.
#   I linked it with this table:
#       Miscellaneous.ColorNoType
#
#   I also modified the "GenRune" line. That way, you can add new
#   descriptions into Rune1, Rune2, Rune3 as you wish AND you'll still
#   have 10% chances not to generate Rune1 and 15% not to generate
#   Rune2.
#
# Modified by Valminder, Feb 2006.
#    Adapted for TSv5.
#    I changed the "START" line.
#    Added a lot of modifications.
# Modified by Valminder, July 2010.
#    I added a "special" section and added symbols from the Epic Level Handbook.
# Modified by Valminder, Nov 2011
#    Added some information above.
#

%Temp%,0

# ---------------------------------------------------------------------------

:Start
1,{Status~By Monte Cook, Valminder 2002,2006,2010}{Cap~[GenRune]}.

;GenRune
99,{If~{Dice~1d100}<91?[Rune1] }{AorAn~[Rune2]}{If~{Dice~1d100}<86?  [Rune3]}
1,[SpecialSymbols]

:GenRuneOLD
1,|Temp={Dice~1d100}|{If~%Temp%<91? [Rune1] }
_{AorAn~[Rune2]}
_|Temp={Dice~1d100}|{If~%Temp%<86?  [Rune3]}

:Space
1, 

# ---------------------------------------------------------------------------

;Rune1
5,{AorAn~[Thing1]} [How]
1,vines growing [Where]
1,a crown perched atop
3,crossed [Thing2] over
1,a pair of {Plural~[Thing1]} surrounding
2,[Eye] {If~{Dice~1d10}<6?eyes/eye} peering out of
1,[Miscellaneous.ColorNoType] [Energy1] arcing [Where]
1,a tentacle [How2]
2,[TinyThing] surrounding
1,a hand clutching

;Energy1
1,fire
1,lightning

;Eye
1,angelic
1,angelic [Miscellaneous.ColorNoType]
1,closed
1,demonic
1,demonic [Miscellaneous.ColorNoType]
1,evil
1,evil [Miscellaneous.ColorNoType]
1,hypnotic
1,hypnotic [Miscellaneous.ColorNoType]
1,luminous
1,luminous [Miscellaneous.ColorNoType]
1,[Miscellaneous.ColorNoType] human
1,human

;How
1,bursting from
1,bursting through
2,inside
1,plunged into
1,plunged through
1,thrust into
1,thrust through
2,within

;How2
1,crushing
1,grabbing
1,reaching out

;Thing1
1,arrow
1,axe
1,dagger
1,hand
1,jewel
1,spear
1,sword
1,trident
1,trumpet

;Thing2
2,bones
2,bones and skull
1,guns
12,{Plural~[Weapon]}
6,[Weapon] and [Weapon]

;TinyThing
1,tiny coins
1,tiny lightnings
1,tiny rain drops
