# ---------------------------------------------------
# Last Update: verified by Valminder Jan 03, 2006.
# ---------------------------------------------------
# 
# Underdark names from Dragon 281
# 
# Adapted by Valminder June 2003.
#
# This table creates names for:
# -Derro
# -Duergar
# -Illithid (Mind Flayers)
# -Kuo-Toa
# -Svifnerblin
#
# Other tables linked to this one:
#   Dwarven Names.Alternate
#      (I Modified the "Dwarven Names" table to work with this one)
#
# 
# Modified tables to fully use this table:
#   Places
#      I added this line in the Start subtable before Dwarven Place:
#         _<u>Duergar</u>: [~Underdark (DR281).DuergarPlace]<br>
#      I added this line in the Generate subtable before Dwarven Place:
#         1,[Underdark (DR281).DuergarPlace] (Duergar Place)
#
#   Names Generator
#      I added those lines, in alphabetical order, in the Start subtable:
#         _<b>Derro (Dwarf):</b> [Underdark.DerroNoMeaning]<br>
#         _<b>Duergar (Dwarf):</b> [Underdark.DuergarNoMeaning]<br>
#         _<b>Illithid (Mind Flayer):</b> [Underdark.IllithidNoMeaning]<br>
#         _<b>Kuo-Toa:</b> [Underdark.KuoToaNoMeaning]<br>
#         _<b>Svifneblin (Gnome):</b> [Underdark.SvifneblinMaleNoMeaning] (M)
#                   / [Underdark.SvifneblinFemaleNoMeaning] (F)<br>
#
#      I also added those lines in the "NAME Random" subtable, at the end:
#         1,[Underdark.DerroNoMeaning]
#         1,[Underdark.DuergarNoMeaning]
#         1,[Underdark.IllithidNoMeaning]
#         1,[Underdark.KuoToaNoMeaning]
#         1,[Underdark.SvifneblinMaleNoMeaning]
#         1,[Underdark.SvifneblinFemaleNoMeaning]
# Modified by Valminder, Jan 2006.
#    Added stuff from table "Mnstr Duergar Names.tab" and discarded it.
#

%KuoA%,0
%KuoB%,0
%Kuo1a%,0
%Kuo1b%,0
%Kuo2a%,0
%Kuo2b%,0
%Kuo3a%,0
%Kuo3b%,0
%Meaning2%,0
%Meaning3%,0
%Meaning4%,0
%Meaning6%,0
%Meaning7%,0
%Meaning9%,0
%Meaning11%,0
%TempoA%,0
%TempoB%,0

:Start
1,<b><u>Underdark Names</u>:</b> from Dragon Magazine 281<br><font size=2>(Words in parenthesis are the meaning of the name)<font><br><br><br>[Generate]<br>

:Generate
1,<b>Derro:</b> [Derro].<br><br>
_<b>Duergar:</b> [Duergar].<br><br>
_<b>Illithid:</b> [Illithid].<br><br>
_<b>Kuo-Toa:</b> [KuoToa].<br><br>
_<b>Svifnerblin, Male:</b> [SvifneblinMale].<br><br>
_<b>Svifnerblin, Female:</b> [SvifneblinFemale].<br><br>
_<hr><br><b>Duergar Place Name:</b> [DuergarPlace].<br><br>

:GenerateNoMeaning
1,<b>Derro:</b> [DerroNoMeaning].<br><br>
_<b>Duergar:</b> [DuergarNoMeaning].<br><br>
_<b>Illithid:</b> [IllithidNoMeaning].<br><br>
_<b>Kuo-Toa:</b> [KuoToaNoMeaning].<br><br>
_<b>Svifnerblin, Male:</b> [SvifneblinMaleNoMeaning].<br><br>
_<b>Svifnerblin, Female:</b> [SvifneblinFemaleNoMeaning].<br><br>
_<hr><br><b>Duergar Place Name:</b> [DuergarPlace].<br><br>

# --------------------------------------------------------------------------

;Derro
1,{Cap~[Table2]}[Table3][Table11]<br><font size=2>(%Meaning2% AND %Meaning3% AND %Meaning11%)</font>
1,{Cap~[Table11]}|TempoA=%Meaning11%|[Table11][Table4]<br><font size=2>(%TempoA% AND %Meaning11% AND %Meaning4%)</font>
1,{Cap~[Table3]}[Table2][Table11]|TempoA=%Meaning11%|[Table11]<br><font size=2>(%Meaning3% AND %Meaning2% AND %TempoA% AND %Meaning11%)</font>
1,{Cap~[Table2]}[Table4][Table11]<br><font size=2>(%Meaning2% AND %Meaning4% AND %Meaning11%)</font>
2,{Cap~[Table4]}[Table11][Table2]|TempoA=%Meaning2%|[Table2]<br><font size=2>(%Meaning4% AND %Meaning11% AND %TempoA% AND %Meaning2%)</font>

;DerroNoMeaning
1,{Cap~[Table2]}[Table3][Table11]
1,{Cap~[Table11]}[Table11][Table4]
1,{Cap~[Table3]}[Table2][Table11][Table11]
1,{Cap~[Table2]}[Table4][Table11]
2,{Cap~[Table4]}[Table11][Table2][Table2]

# --------------------------------------------------------------------------

:Duergar
1,[DuergarMale]
2,[DuergarFemale]

;DuergarMale
4,{Cap~[Table3]}[Table4] [DuergarMore] <font size=2>(%Meaning3% AND %Meaning4%)</font>
1,[Dwarven Names.Alternate] [DuergarMore]

;DuergarMore
1,
2,Than <i>(child of)</i> {Cap~[Table3]}[Table4]
2,Than <i>(child of)</i> [Dwarven Names.Alternate]
1,{Cap~[DuergarItem]}
1,the {Cap~[DuergarCharacter]}

;DuergarItem
1,skull [DuergarItem Action={Dice~1d5+1}]
1,head [DuergarItem Action={Dice~1d5+1}]
1,spine [DuergarItem Action={Dice~1d4}]
1,bone [DuergarItem Action={Dice~1d4}]
1,shield [DuergarItem Action={Dice~1d4+1}]
1,helmet [DuergarItem Action={Dice~1d4+1}]
1,helm [DuergarItem Action={Dice~1d4+1}]
1,treasure [DuergarItem Action={Dice~1d2+8}]

;DuergarItem Action
1,Snapper
1,Breaker
1,Crusher
1,Cracker
1,Crasher
1,Basher
1,Splitter
1,Eater
1,Taker
1,Stealer

;DuergarCharacter
1,sneak
1,backstabber
1,thief
1,trickster
1,raider
1,greedy
1,pillager
1,plunderer

;DuergarFemale
4,{Cap~[Table3]}[Table4] <font size=2>(%Meaning3% AND %Meaning4%)</font>
1,[Dwarven Names.Alternate]

